Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,92.63999938964844,95.1999969482422,92.63999938964844,93.2300033569336,84100,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-03 00:00:00-05:00,92.98999786376952,93.27999877929688,90.62999725341795,90.63999938964844,71000,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-04 00:00:00-05:00,91.11000061035156,91.11000061035156,89.27999877929688,89.91000366210938,100800,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-05 00:00:00-05:00,89.43000030517578,90.11000061035156,88.22000122070312,88.26000213623047,67200,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-08 00:00:00-05:00,88.66000366210938,90.91000366210938,88.66000366210938,90.76000213623048,58200,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-09 00:00:00-05:00,89.76000213623047,90.16999816894533,89.02999877929688,89.23999786376953,52800,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-10 00:00:00-05:00,88.87000274658203,88.87000274658203,87.88999938964844,88.62000274658203,57500,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-11 00:00:00-05:00,88.3499984741211,89.0199966430664,88.01000213623047,88.62999725341797,90000,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-12 00:00:00-05:00,89.61000061035156,90.01000213623047,86.30000305175781,86.98999786376953,114200,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
2024-01-16 00:00:00-05:00,86.63999938964844,89.69999694824219,86.44999694824219,89.48999786376953,162100,0.0,0.0,88436.0,125640.0,136.72,88.96,112.0884,112.4362,2084063232.0,Medical Care Facilities,Healthcare,NMS,ADUS
