ticker,Symbol,Description,Market capitalization,Market capitalization - Currency,Sector,Industry,Exchange,Analyst Rating,Upcoming earnings date,Recent earnings date,Index,NASDAQ100,NASDAQBank,NASDAQBiotechnology,NASDAQComposite,Russell1000,Russell2000,Russell3000,SP500,SP500ConsumerDiscretionary,SP500ESG,SP500HealthCare,SPMidCap400
IPAR,IPAR,"Interparfums, Inc.",3662369830.0,USD,Consumer non-durables,Household/Personal care,NASDAQ,Buy,2025-11-05,2025-08-05,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
IPB,IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003-1",,,Finance,Finance/Rental/Leasing,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
IPCX,IPCX,Inflection Point Acquisition Corp. III,349559618.0,USD,Finance,Finance/Rental/Leasing,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Real Estate and Other Financial Services",False,False,False,True,False,False,False,False,False,False,False,False
IPCXU,IPCXU,Inflection Point Acquisition Corp. III,349559618.0,USD,Finance,Finance/Rental/Leasing,NASDAQ,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
IPDN,IPDN,"Professional Diversity Network, Inc.",4949373.0,USD,Commercial services,Commercial printing/Forms,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
IPG,IPG,"Interpublic Group of Companies, Inc. (The)",9786637634.0,USD,Commercial services,Advertising/Marketing services,NYSE,Buy,2025-10-17,2025-07-22,"S&P 500, S&P 500 Communication Services, Russell 3000, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,False,False
IPGP,IPGP,IPG Photonics Corporation,3510586188.0,USD,Electronic technology,Semiconductors,NASDAQ,Neutral,2025-11-04,2025-08-05,"NASDAQ Composite, S&P MidCap 400, Russell 3000, Russell 1000, NASDAQ Computer",False,False,False,True,True,False,True,False,False,False,False,True
IPHA,IPHA,Innate Pharma S.A.,199389601.78012,USD,Health technology,Pharmaceuticals: major,NASDAQ,Strong buy,2025-09-17,2025-03-27,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IPI,IPI,"Intrepid Potash, Inc",399215189.0,USD,Non-energy minerals,Other metals/Minerals,NYSE,Strong sell,2025-11-10,2025-08-06,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
IPM,IPM,Intelligent Protection Management Corp.,18427789.0,USD,Technology services,Packaged software,NASDAQ,Strong buy,2025-11-11,2025-08-12,"NASDAQ Composite, NASDAQ Computer",False,False,False,True,False,False,False,False,False,False,False,False
IPOD,IPOD,Dune Acquisition Corporation II,203542098.78,USD,Finance,Financial conglomerates,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Real Estate and Other Financial Services",False,False,False,True,False,False,False,False,False,False,False,False
IPSC,IPSC,"Century Therapeutics, Inc.",43946136.0,USD,Health technology,Biotechnology,NASDAQ,Buy,2025-11-06,2025-08-14,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IPW,IPW,iPower Inc.,19374145.0,USD,Retail trade,Internet retail,NASDAQ,Neutral,2025-09-30,2025-05-15,"NASDAQ Composite, NASDAQ Computer",False,False,False,True,False,False,False,False,False,False,False,False
IPWR,IPWR,Ideal Power Inc.,41810227.0,USD,Electronic technology,Semiconductors,NASDAQ,Neutral,2025-11-13,2025-08-14,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
IPX,IPX,IperionX Limited,1519655569.34469,USD,Non-energy minerals,Precious metals,NASDAQ,Strong buy,2025-09-17,2025-03-12,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
IQ,IQ,"iQIYI, Inc.",2262677656.0,USD,Technology services,Internet software/Services,NASDAQ,Buy,2025-11-25,2025-08-20,"NASDAQ Composite, NASDAQ Golden Dragon China, NASDAQ Industrials, NASDAQ CB Insights Metaverse US Index",False,False,False,True,False,False,False,False,False,False,False,False
IQI,IQI,Invesco Quality Municipal Income Trust,496050044.0,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
IQST,IQST,iQSTEL Inc.,23771891.0,USD,Communications,Specialty telecommunications,NASDAQ,Strong buy,2025-11-12,2025-08-14,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
IQV,IQV,"IQVIA Holdings, Inc.",31919199066.0,USD,Health technology,Biotechnology,NYSE,Buy,2025-10-22,2025-07-22,"S&P 500, S&P 500 Health Care, Russell 3000, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,True,False
IR,IR,Ingersoll Rand Inc.,32245321422.0,USD,Producer manufacturing,Industrial machinery,NYSE,Buy,2025-10-29,2025-07-31,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,False,False
IRBT,IRBT,iRobot Corporation,117002257.0,USD,Consumer durables,Electronics/Appliances,NASDAQ,Neutral,2025-11-11,2025-08-07,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
IRD,IRD,"Opus Genetics, Inc.",72189208.0,USD,Health technology,Pharmaceuticals: major,NASDAQ,Strong buy,2025-11-18,2025-08-13,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IRDM,IRDM,Iridium Communications Inc,2619952794.0,USD,Communications,Specialty telecommunications,NASDAQ,Buy,2025-10-16,2025-07-24,"NASDAQ Composite, S&P MidCap 400, Nasdaq US Small Cap Growth, Russell 3000, Russell 1000, NASDAQ Telecommunications",False,False,False,True,True,False,True,False,False,False,False,True
IREN,IREN,IREN Limited,5539797184.0,USD,Technology services,Data processing services,NASDAQ,Strong buy,2025-08-28,2025-05-14,"NASDAQ Composite, NASDAQ Computer",False,False,False,True,False,False,False,False,False,False,False,False
IRIX,IRIX,IRIDEX Corporation,21580163.0,USD,Health technology,Medical specialties,NASDAQ,Neutral,2025-11-18,2025-08-12,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IRM,IRM,Iron Mountain Incorporated (Delaware),27003686525.0,USD,Finance,Real estate investment trusts,NYSE,Buy,2025-10-30,2025-08-06,"S&P 500, S&P 500 Real Estate, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,False,False
IRMD,IRMD,iRadimed Corporation,924616989.0,USD,Health technology,Medical specialties,NASDAQ,Strong buy,2025-10-31,2025-08-01,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
IROH,IROH,Iron Horse Acquisitions Corp.,25987812.0,USD,Finance,Financial conglomerates,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Real Estate and Other Financial Services",False,False,False,True,False,False,False,False,False,False,False,False
IRON,IRON,"Disc Medicine, Inc.",2078460377.0,USD,Health technology,Biotechnology,NASDAQ,Strong buy,2025-11-06,2025-08-07,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Biotechnology, Mini-Russell 2000",False,False,True,True,False,True,True,False,False,False,False,False
IROQ,IROQ,"IF Bancorp, Inc.",86301789.0,USD,Finance,Savings banks,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Bank",False,True,False,True,False,False,False,False,False,False,False,False
IRS,IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of,1112716121.56143,USD,Finance,Real estate development,NYSE,Strong buy,2025-09-09,2025-05-06,,False,False,False,False,False,False,False,False,False,False,False,False
IRT,IRT,"Independence Realty Trust, Inc.",4176597463.0,USD,Finance,Real estate investment trusts,NYSE,Buy,2025-10-22,2025-07-30,"Russell 2000, S&P MidCap 400, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,True
IRTC,IRTC,"iRhythm Technologies, Inc.",5398106682.0,USD,Health technology,Medical specialties,NASDAQ,Strong buy,2025-10-30,2025-07-31,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
IRWD,IRWD,"Ironwood Pharmaceuticals, Inc.",206291339.0,USD,Health technology,Pharmaceuticals: major,NASDAQ,Neutral,2025-11-06,2025-08-07,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Biotechnology, Mini-Russell 2000",False,False,True,True,False,True,True,False,False,False,False,False
ISBA,ISBA,Isabella Bank Corporation,239123520.0,USD,Finance,Regional banks,NASDAQ,Neutral,2025-10-16,2025-07-25,"NASDAQ Composite, NASDAQ Bank",False,True,False,True,False,False,False,False,False,False,False,False
ISD,ISD,"PGIM High Yield Bond Fund, Inc.",482641777.0,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
ISOU,ISOU,IsoEnergy Ltd.,428089718.666063,USD,Non-energy minerals,Other metals/Minerals,AMEX,Strong buy,2025-10-30,2025-08-05,,False,False,False,False,False,False,False,False,False,False,False,False
ISPC,ISPC,iSpecimen Inc.,4432030.0,USD,Commercial services,Miscellaneous commercial services,NASDAQ,Neutral,2025-10-30,2025-08-14,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
ISPO,ISPO,Inspirato Incorporated,36661628.0,USD,Consumer services,Other consumer services,NASDAQ,Neutral,2025-12-22,2025-08-12,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
ISPR,ISPR,Ispire Technology Inc.,171436363.0,USD,Producer manufacturing,Industrial conglomerates,NASDAQ,Strong buy,2025-09-23,2025-05-12,"NASDAQ Composite, Russell 2000, NASDAQ Industrials, Mini-Russell 2000",False,False,False,True,False,True,False,False,False,False,False,False
ISRG,ISRG,"Intuitive Surgical, Inc.",170011069085.0,USD,Health technology,Medical specialties,NASDAQ,Buy,2025-10-16,2025-07-22,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",True,False,False,True,True,False,True,True,False,False,True,False
ISRL,ISRL,Israel Acquisitions Corp,80442982.290996,USD,Finance,Financial conglomerates,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Real Estate and Other Financial Services",False,False,False,True,False,False,False,False,False,False,False,False
ISRLU,ISRLU,Israel Acquisitions Corp,79718843.0,USD,Finance,Financial conglomerates,NASDAQ,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
ISSC,ISSC,"Innovative Solutions and Support, Inc.",245736576.0,USD,Electronic technology,Aerospace & defense,NASDAQ,Strong buy,2025-12-10,2025-08-14,"NASDAQ Composite, Nasdaq US Small Cap Growth, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
ISTR,ISTR,Investar Holding Corporation,227119335.0,USD,Finance,Regional banks,NASDAQ,Strong buy,2025-10-27,2025-07-21,"NASDAQ Composite, Russell 2000, NASDAQ Bank, Mini-Russell 2000",False,True,False,True,False,True,False,False,False,False,False,False
IT,IT,"Gartner, Inc.",18413643981.0,USD,Technology services,Internet software/Services,NYSE,Buy,2025-11-04,2025-08-05,"S&P 500, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",False,False,False,False,True,False,True,True,False,False,False,False
ITGR,ITGR,Integer Holdings Corporation,3799876192.0,USD,Health technology,Medical specialties,NYSE,Strong buy,2025-10-23,2025-07-24,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
ITIC,ITIC,Investors Title Company,461927101.0,USD,Finance,Specialty insurance,NASDAQ,Neutral,,,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Insurance, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
ITOS,ITOS,"iTeos Therapeutics, Inc.",447800692.0,USD,Health technology,Biotechnology,NASDAQ,Neutral,2025-11-05,2025-08-06,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Biotechnology, Mini-Russell 2000",False,False,True,True,False,True,True,False,False,False,False,False
ITP,ITP,"IT Tech Packaging, Inc.",3530504.0,USD,Process industries,Containers/Packaging,AMEX,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
ITRG,ITRG,Integra Resources Corp.,359973841.220339,USD,Non-energy minerals,Precious metals,AMEX,Strong buy,2025-11-18,2025-08-13,,False,False,False,False,False,False,False,False,False,False,False,False
ITRI,ITRI,"Itron, Inc.",5671766738.0,USD,Electronic technology,Electronic equipment/Instruments,NASDAQ,Strong buy,2025-10-30,2025-07-31,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Industrials, Mini-Russell 2000, NASDAQ Clean Edge Green Energy",False,False,False,True,False,True,True,False,False,False,False,False
ITRM,ITRM,Iterum Therapeutics plc,30514065.0,USD,Health technology,Pharmaceuticals: major,NASDAQ,Strong buy,2025-11-07,2025-08-05,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
ITRN,ITRN,Ituran Location and Control Ltd.,731287948.0,USD,Communications,Specialty telecommunications,NASDAQ,Buy,2025-11-19,2025-08-19,"NASDAQ Composite, NASDAQ Telecommunications",False,False,False,True,False,False,False,False,False,False,False,False
ITT,ITT,ITT Inc.,13439400238.0,USD,Producer manufacturing,Auto parts: OEM,NYSE,Buy,2025-10-30,2025-07-31,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",False,False,False,False,True,False,True,False,False,False,False,True
ITUB,ITUB,Itau Unibanco Banco Holding SA,68990094948.0688,USD,Finance,Major banks,NYSE,Buy,2025-11-04,2025-08-05,,False,False,False,False,False,False,False,False,False,False,False,False
ITW,ITW,Illinois Tool Works Inc.,77608957153.0,USD,Producer manufacturing,Auto parts: OEM,NYSE,Neutral,2025-10-28,2025-07-30,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,False,False
IVA,IVA,Inventiva S.A. - American Depository Shares,659416606.01641,USD,Health technology,Biotechnology,NASDAQ,Strong buy,2025-09-25,2025-03-26,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IVDA,IVDA,"Iveda Solutions, Inc.",4694363.0,USD,Electronic technology,Telecommunications equipment,NASDAQ,Neutral,2025-12-03,2025-08-14,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
IVF,IVF,"INVO Fertility, Inc.",4406646.0,USD,Health services,Medical/Nursing services,NASDAQ,Neutral,2025-11-11,2025-08-14,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IVP,IVP,"Inspire Veterinary Partners, Inc.",6516661.0,USD,Process industries,Agricultural commodities/Milling,NASDAQ,Neutral,,,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IVR,IVR,INVESCO MORTGAGE CAPITAL INC,515871436.0,USD,Finance,Real estate investment trusts,NYSE,Neutral,2025-10-29,2025-07-24,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
IVT,IVT,InvenTrust Properties Corp.,2268435023.0,USD,Finance,Real estate investment trusts,NYSE,Buy,2025-11-04,2025-07-29,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
IVVD,IVVD,"Invivyd, Inc.",200802845.0,USD,Health technology,Biotechnology,NASDAQ,Strong buy,2025-11-12,2025-08-14,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IVZ,IVZ,Invesco Ltd,9779985736.0,USD,Finance,Investment managers,NYSE,Neutral,2025-10-28,2025-07-22,"S&P 500, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,False,False
IWC,IWC,,,,,,,,,,MainIndex,False,False,False,False,False,False,False,False,False,False,False,False
IWM,IWM,,,,,,,,,,MainIndex,False,False,False,False,False,False,False,False,False,False,False,False
IWN,IWN,,,,,,,,,,MainIndex,False,False,False,False,False,False,False,False,False,False,False,False
IWO,IWO,,,,,,,,,,MainIndex,False,False,False,False,False,False,False,False,False,False,False,False
IX,IX,ORIX Corporation,27895391128.4423,USD,Finance,Finance/Rental/Leasing,NYSE,Buy,2025-10-29,2025-08-07,,False,False,False,False,False,False,False,False,False,False,False,False
IXHL,IXHL,Incannex Healthcare Inc.,66504971.0,USD,Health technology,Biotechnology,NASDAQ,Neutral,2025-08-27,2025-05-15,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
IYT,IYT,,,,,,,,,,MainIndex,False,False,False,False,False,False,False,False,False,False,False,False
IZEA,IZEA,"IZEA Worldwide, Inc.",70330463.0,USD,Commercial services,Advertising/Marketing services,NASDAQ,Strong buy,2025-11-13,2025-08-12,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
IZM,IZM,ICZOOM Group Inc.,27063341.0,USD,Retail trade,Internet retail,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Computer",False,False,False,True,False,False,False,False,False,False,False,False
J,J,Jacobs Solutions Inc.,17708132371.0,USD,Technology services,Data processing services,NYSE,Buy,2025-11-25,2025-08-05,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000",False,False,False,False,True,False,True,True,False,False,False,False
JACK,JACK,Jack In The Box Inc.,352536556.0,USD,Consumer services,Restaurants,NASDAQ,Neutral,2025-11-19,2025-08-06,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
JACS,JACS,Jackson Acquisition Company II,250803034.188862,USD,Finance,Financial conglomerates,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JACS-U,JACS.U,Jackson Acquisition Company II,250439200.0,USD,Finance,Financial conglomerates,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JAGX,JAGX,"Jaguar Health, Inc.",3827720.0,USD,Health technology,Pharmaceuticals: major,NASDAQ,Strong buy,2025-11-12,2025-08-14,NASDAQ Composite,False,False,False,True,False,False,False,False,False,False,False,False
JAKK,JAKK,"JAKKS Pacific, Inc.",199639751.0,USD,Consumer durables,Recreational products,NASDAQ,Strong buy,2025-10-23,2025-07-24,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
JAMF,JAMF,Jamf Holding Corp.,1154350871.0,USD,Technology services,Packaged software,NASDAQ,Buy,2025-11-06,2025-08-07,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Computer, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
JANX,JANX,"Janux Therapeutics, Inc.",1420620542.0,USD,Health technology,Biotechnology,NASDAQ,Strong buy,2025-11-11,2025-08-07,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Biotechnology, Mini-Russell 2000",False,False,True,True,False,True,True,False,False,False,False,False
JAZZ,JAZZ,Jazz Pharmaceuticals plc,7582351208.0,USD,Health technology,Pharmaceuticals: major,NASDAQ,Strong buy,2025-11-05,2025-08-05,"NASDAQ Composite, S&P MidCap 400, Russell 3000, Russell 1000, NASDAQ Biotechnology",False,False,True,True,True,False,True,False,False,False,False,True
JBDI,JBDI,JBDI Holdings Limited,19985375.0,USD,Distribution services,Wholesale distributors,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JBGS,JBGS,JBG SMITH Properties,1285100709.0,USD,Finance,Real estate investment trusts,NYSE,Sell,2025-11-04,2025-07-29,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
JBHT,JBHT,"J.B. Hunt Transport Services, Inc.",13970072547.0,USD,Transportation,Trucking,NASDAQ,Buy,2025-10-21,2025-07-15,"S&P 500, NASDAQ Composite, Dow Jones Transportation Average, S&P 500 Industrials, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ Transportation, S&P 500 ESG",False,False,False,True,True,False,True,True,False,True,False,False
JBI,JBI,"Janus International Group, Inc.",1441695949.0,USD,Producer manufacturing,Building products,NYSE,Buy,2025-11-05,2025-08-07,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
JBIO,JBIO,"Jade Biosciences, Inc.",261992648.0,USD,Health technology,Biotechnology,NASDAQ,Strong buy,2025-11-17,2025-08-13,"NASDAQ Composite, Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
JBK,JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,,,Finance,Finance/Rental/Leasing,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JBL,JBL,Jabil Inc.,22362024583.0,USD,Producer manufacturing,Industrial machinery,NYSE,Buy,2025-09-25,2025-06-17,"S&P 500, S&P 500 Information Technology, Russell 3000, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,False,False
JBLU,JBLU,JetBlue Airways Corporation,1934694823.0,USD,Transportation,Airlines,NASDAQ,Sell,2025-11-04,2025-07-29,"NASDAQ Composite, Russell 2000, Russell 3000, Dow Jones Composite Average, NASDAQ Transportation, Mini-Russell 2000",False,False,False,True,False,True,True,False,False,False,False,False
JBS,JBS,JBS N.V.,16870567558.0,USD,Consumer non-durables,Food: meat/fish/dairy,NYSE,Strong buy,2025-11-13,2025-08-13,,False,False,False,False,False,False,False,False,False,False,False,False
JBSS,JBSS,"John B. Sanfilippo & Son, Inc.",749002935.0,USD,Consumer non-durables,Food: specialty/candy,NASDAQ,Neutral,2025-11-04,2025-08-20,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Industrials, Mini-Russell 2000, NASDAQ US Benchmark Food Producers",False,False,False,True,False,True,True,False,False,False,False,False
JBTM,JBTM,JBT Marel Corporation,7562731976.0,USD,Producer manufacturing,Industrial machinery,NYSE,Buy,2025-11-06,2025-08-04,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
JCAP,JCAP,"Jefferson Capital, Inc.",1147263604.52,USD,Finance,Financial conglomerates,NASDAQ,Strong buy,2025-12-03,2025-08-14,"NASDAQ Composite, NASDAQ Real Estate and Other Financial Services",False,False,False,True,False,False,False,False,False,False,False,False
JCE,JCE,Nuveen Core Equity Alpha Fund,262607280.0,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JCI,JCI,Johnson Controls International plc,70974643899.0,USD,Producer manufacturing,Industrial machinery,NYSE,Buy,2025-11-05,2025-07-29,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000, S&P 500 ESG",False,False,False,False,True,False,True,True,False,True,False,False
JCSE,JCSE,JE Cleantech Holdings Limited,4997247.0,USD,Producer manufacturing,Industrial machinery,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JCTC,JCTC,Jewett-Cameron Trading Company,13216869.0,USD,Distribution services,Wholesale distributors,NASDAQ,Neutral,2025-12-02,2025-07-14,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JD,JD,"JD.com, Inc.",46007006820.3037,USD,Retail trade,Internet retail,NASDAQ,Strong buy,2025-11-13,2025-08-14,"NASDAQ Composite, NASDAQ Golden Dragon China, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JDZG,JDZG,JIADE LIMITED,6011190.64,USD,Commercial services,Miscellaneous commercial services,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JEF,JEF,Jefferies Financial Group Inc.,13216373146.0,USD,Finance,Investment banks/Brokers,NYSE,Neutral,2025-09-24,2025-06-25,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",False,False,False,False,True,False,True,False,False,False,False,True
JELD,JELD,"JELD-WEN Holding, Inc.",529499766.0,USD,Non-energy minerals,Forest products,NYSE,Neutral,2025-11-10,2025-08-05,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,False,False,True,True,False,False,False,False,False
JEM,JEM,707 Cayman Holdings Limited,,,Distribution services,Wholesale distributors,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JENA,JENA,Jena Acquisition Corporation II,293371875.0,USD,Finance,Financial conglomerates,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JENA-U,JENA.U,Jena Acquisition Corporation II,298442500.0,USD,Finance,Financial conglomerates,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JEQ,JEQ,"abrdn Japan Equity Fund, Inc.",114724060.0,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JFB,JFB,JFB Construction Holdings,68187742.0,USD,Industrial services,Engineering & construction,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JFBR,JFBR,Jeffs' Brands Ltd,2944546.0,USD,Consumer durables,Recreational products,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",False,False,False,True,False,False,False,False,False,False,False,False
JFIN,JFIN,Jiayin Group Inc.,733831257.0,USD,Finance,Finance/Rental/Leasing,NASDAQ,Neutral,2025-11-19,2025-08-20,"NASDAQ Composite, NASDAQ Golden Dragon China, NASDAQ Real Estate and Other Financial Services",False,False,False,True,False,False,False,False,False,False,False,False
JFR,JFR,Nuveen Floating Rate Income Fund,1131432640.0,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JFU,JFU,9F Inc.,29080133.0,USD,Technology services,Internet software/Services,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Real Estate and Other Financial Services",False,False,False,True,False,False,False,False,False,False,False,False
JG,JG,Aurora Mobile Limited,1211371055.0,USD,Technology services,Data processing services,NASDAQ,Neutral,2025-08-28,2025-05-29,"NASDAQ Composite, NASDAQ Computer",False,False,False,True,False,False,False,False,False,False,False,False
JGH,JGH,Nuveen Global High Income Fund,316139736.0,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JHG,JHG,Janus Henderson Group plc,6906728481.0,USD,Finance,Investment managers,NYSE,Neutral,2025-10-30,2025-07-31,"S&P MidCap 400, Russell 3000, Russell 1000",False,False,False,False,True,False,True,False,False,False,False,True
JHI,JHI,John Hancock Investors Trust,123735382.5,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
JHS,JHS,John Hancock Income Securities Trust,134168832.0,USD,Miscellaneous,Investment trusts/Mutual funds,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False
