ticker,symbol,description,market_capitalization,market_cap_currency,sector,industry,exchange,analyst_rating,upcoming_earnings_date,recent_earnings_date
XEL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NVDA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORLY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MDLZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AZN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AVGO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSCO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBUX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WDAY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHOP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DASH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AMD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TSLA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PANW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPRT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DXCM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ON,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TTD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DDOG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PLTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSGP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GFS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MCHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRVL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CRWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TEAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KHC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TTWO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
